sex,n_hs2,Z1,edu,D1,prevearn,Y1,Z2,D2,earnings,Y2
0,17,0,12,1,1200,0,1,1,12633,1
0,1,0,10,0,0,0,1,1,0,0
1,9,0,13,1,7014,1,1,1,26463,1
0,1,0,11,0,0,0,1,1,7065,0
0,39,1,13,1,550,0,1,0,2109,0
1,28,0,8,0,9000,1,1,1,15794,1
0,16,0,8,0,2600,0,1,1,4728,0
0,13,0,8,0,0,0,1,1,1702,0
0,13,0,12,1,5884,0,1,1,9546,0
1,9,0,10,0,11495,1,1,0,41997,1
1,16,0,14,1,8000,1,0,0,30168,1
1,16,0,14,1,25000,1,0,0,31242,1
0,0,0,12,1,10000,1,1,1,867,0
0,13,0,10,0,0,0,0,0,6477,0
1,15,0,11,0,0,0,1,1,134091,1
0,2,0,13,1,5000,0,0,0,10014,0
0,1,0,12,1,1100,0,0,0,17047,1
1,37,1,12,1,6000,1,1,0,13443,1
1,0,0,9,0,5647,0,1,1,27450,1
1,19,0,10,0,4000,0,1,0,1758,0
0,13,0,9,0,3840,0,1,1,504,0
1,17,0,11,0,0,0,1,1,3876,0
0,13,0,12,1,5000,0,1,1,28692,1
0,16,0,12,1,2283,0,1,1,19327,1
1,1,0,9,0,14000,1,0,0,41170,1
1,13,0,12,1,4800,0,1,1,20512,1
1,13,0,16,1,0,0,0,0,864,0
1,1,0,8,0,6000,1,0,0,21267,1
1,13,0,12,1,7000,1,1,0,18758,1
0,13,0,12,1,4244,0,0,0,11198,1
1,17,0,12,1,3000,0,1,0,7579,0
0,19,0,8,0,1680,0,1,0,22761,1
0,17,0,11,0,0,0,1,1,0,0
1,1,0,11,0,3500,0,1,1,10099,0
1,13,0,12,1,0,0,1,0,35529,1
1,19,0,10,0,0,0,1,0,25077,1
0,19,0,9,0,4500,0,0,0,31690,1
0,9,0,9,0,0,0,0,0,28974,1
0,9,0,8,0,360,0,0,0,1525,0
0,1,0,9,0,5600,0,1,1,35382,1
1,1,0,10,0,4100,0,1,1,813,0
1,13,0,12,1,50,0,1,1,2061,0
1,13,0,12,1,8000,1,0,0,0,0
0,1,0,12,1,8007,1,1,1,28860,1
1,1,0,12,1,6000,1,1,1,50766,1
0,1,0,12,1,6000,1,1,0,35373,1
0,9,0,9,0,11117,1,1,1,29377,1
0,17,0,11,0,0,0,1,1,0,0
1,17,0,13,1,10080,1,1,1,565,0
1,37,1,9,0,1500,0,1,1,21623,1
1,13,0,9,0,14000,1,0,0,15181,1
1,40,1,11,0,13000,1,1,1,68468,1
0,13,0,12,1,7000,1,1,0,20474,1
1,37,1,15,1,0,0,1,1,9472,0
1,15,0,12,1,100,0,0,0,0,0
0,19,0,12,1,2000,0,0,0,18587,1
0,19,0,14,1,0,0,1,0,91697,1
1,13,0,8,0,0,0,0,0,12197,1
0,39,1,12,1,42,0,1,1,23144,1
1,17,0,12,1,14,0,1,0,0,0
0,13,0,15,1,1300,0,1,1,54168,1
0,19,0,12,1,0,0,0,0,0,0
0,1,0,11,0,166,0,1,1,3626,0
0,19,0,12,1,5520,0,1,1,23991,1
0,13,0,12,1,400,0,0,1,9535,0
0,17,0,12,1,3056,0,0,0,10257,0
0,1,0,10,0,0,0,1,1,5976,0
0,2,0,12,1,0,0,1,1,17914,1
0,1,0,9,0,0,0,1,1,1057,0
1,16,0,14,1,5500,0,0,0,2349,0
1,1,0,12,1,1800,0,0,0,12897,1
0,19,0,11,0,1995,0,1,0,231,0
1,19,0,12,1,0,0,1,1,7155,0
0,13,0,14,1,0,0,1,0,1347,0
1,0,0,12,1,15000,1,1,1,38670,1
0,16,0,8,0,4320,0,1,0,0,0
1,17,0,16,1,1300,0,1,1,20323,1
0,28,0,12,1,3500,0,0,0,14572,1
0,39,1,12,1,4226,0,1,1,15357,1
1,13,0,10,0,11000,1,0,0,42282,1
1,346,1,11,0,1500,0,0,0,204,0
0,17,0,12,1,0,0,1,1,7493,0
1,19,0,12,1,1250,0,0,0,12812,1
1,15,0,12,1,3000,0,0,0,0,0
0,16,0,9,0,0,0,1,0,1035,0
1,13,0,12,1,195,0,1,0,0,0
1,16,0,12,1,500,0,1,1,43977,1
1,2,0,11,0,9000,1,1,1,4684,0
1,19,0,12,1,8475,1,0,0,86242,1
0,346,1,8,0,0,0,1,0,1744,0
1,9,0,8,0,5000,0,0,0,54336,1
0,15,0,12,1,200,0,1,1,14847,1
0,40,1,12,1,0,0,0,0,0,0
1,13,0,12,1,10000,1,0,0,21152,1
0,13,0,12,1,6000,1,1,0,354,0
1,19,0,14,1,7000,1,0,0,35770,1
1,37,1,12,1,2000,0,1,1,4921,0
1,0,0,12,1,187,0,1,1,0,0
0,16,0,11,0,3000,0,1,1,14180,1
1,2,0,10,0,2000,0,1,0,4622,0
1,17,0,12,1,320,0,1,1,31565,1
1,19,0,8,0,0,0,0,0,50781,1
1,13,0,12,1,0,0,0,0,174,0
1,19,0,12,1,13500,1,0,0,33618,1
1,40,1,11,0,9245,1,1,0,8392,0
0,9,0,11,0,4746,0,1,1,7402,0
0,16,0,14,1,2409,0,1,1,17905,1
1,19,0,8,0,0,0,0,0,1347,0
1,1,0,12,1,75,0,1,1,152,0
0,13,0,12,1,0,0,1,1,10398,0
0,13,0,12,1,0,0,1,0,1764,0
1,2,0,12,1,2000,0,1,1,38567,1
1,0,0,12,1,10238,1,0,0,42231,1
0,39,1,14,1,1209,0,1,1,33852,1
1,0,0,10,0,0,0,1,1,5955,0
1,39,1,12,1,5200,0,1,1,42,0
0,13,0,11,0,0,0,0,0,0,0
0,16,0,11,0,0,0,0,0,51,0
0,13,0,12,1,2400,0,1,0,13647,1
1,13,0,14,1,12000,1,0,0,54377,1
1,9,0,10,0,5633,0,0,0,2640,0
0,1,0,8,0,3000,0,0,0,35199,1
0,39,1,15,1,8560,1,0,0,10709,0
0,16,0,12,1,0,0,1,1,9546,0
1,13,0,12,1,300,0,0,0,21675,1
0,19,0,12,1,7675,1,1,0,1629,0
0,15,0,15,1,934,0,1,0,33165,1
0,13,0,8,0,1300,0,0,0,15062,1
0,1,0,7,0,0,0,0,0,0,0
0,9,0,10,0,0,0,1,1,759,0
1,19,0,14,1,4800,0,1,0,0,0
0,13,0,12,1,9700,1,0,0,1488,0
1,13,0,12,1,0,0,1,0,24425,1
1,37,1,13,1,4600,0,0,0,3711,0
0,5,0,11,0,0,0,1,1,5981,0
0,1,0,14,1,6800,1,1,1,46570,1
1,13,0,10,0,5000,0,1,0,294,0
1,19,0,12,1,0,0,1,1,16890,1
0,0,0,10,0,0,0,1,0,129,0
1,2,0,17,1,200,0,1,1,45734,1
0,19,0,12,1,9000,1,1,1,11235,1
0,13,0,11,0,400,0,1,0,1461,0
1,13,0,10,0,1000,0,1,1,14866,1
1,13,0,10,0,10000,1,1,0,40745,1
0,19,0,16,1,0,0,1,0,0,0
0,9,0,12,1,0,0,1,0,6061,0
1,19,0,11,0,3000,0,1,1,2529,0
1,2,0,12,1,265,0,1,0,0,0
0,1,0,9,0,0,0,1,0,0,0
0,1,0,9,0,313,0,1,1,3624,0
0,16,0,13,1,800,0,0,0,33285,1
1,13,0,11,0,0,0,1,0,0,0
1,39,1,17,1,1985,0,0,0,13998,1
0,1,0,9,0,0,0,1,1,0,0
0,16,0,15,1,2746,0,0,0,10311,0
0,17,0,9,0,0,0,0,0,1833,0
1,13,0,12,1,13000,1,1,1,414,0
1,0,0,14,1,0,0,0,0,48288,1
0,17,0,12,1,26000,1,0,0,43779,1
1,13,0,12,1,1800,0,0,0,0,0
0,9,0,8,0,2191,0,1,1,40139,1
0,17,0,12,1,6000,1,0,0,2026,0
0,2,0,12,1,9000,1,0,0,22569,1
1,19,0,9,0,0,0,1,1,2454,0
0,1,0,11,0,200,0,1,1,1257,0
1,39,1,11,0,4200,0,1,0,36739,1
1,13,0,18,1,3000,0,1,1,1366,0
1,37,1,8,0,685,0,1,1,24621,1
1,2,0,11,0,0,0,0,0,6521,0
1,1,0,12,1,200,0,0,0,0,0
0,2,0,12,1,2000,0,0,0,14130,1
0,17,0,11,0,0,0,1,1,22920,1
1,13,0,12,1,0,0,0,0,21804,1
1,2,0,11,0,360,0,0,0,4800,0
1,9,0,12,1,5000,0,0,0,5074,0
0,1,0,9,0,800,0,1,0,14936,1
1,39,1,13,1,7570,1,1,1,10005,0
0,13,0,12,1,0,0,1,1,0,0
1,19,0,13,1,0,0,1,1,4491,0
1,13,0,10,0,0,0,1,0,0,0
1,1,0,13,1,98,0,1,0,46491,1
0,17,0,12,1,0,0,0,0,26496,1
1,37,1,10,0,900,0,1,1,2647,0
0,16,0,12,1,4200,0,1,1,972,0
1,16,0,13,1,2500,0,1,1,0,0
1,1,0,12,1,0,0,1,1,55365,1
1,19,0,10,0,2000,0,1,1,18806,1
0,13,0,12,1,2000,0,1,0,1219,0
1,19,0,13,1,4500,0,0,1,2517,0
1,13,0,12,1,4000,0,0,0,25996,1
0,13,0,10,0,1500,0,0,0,29522,1
0,16,0,9,0,634,0,1,1,257,0
1,13,0,17,1,0,0,0,0,10445,0
0,16,0,12,1,0,0,1,1,2136,0
0,39,1,10,0,3628,0,1,1,18121,1
0,17,0,12,1,0,0,0,0,32103,1
0,2,0,13,1,900,0,1,1,36861,1
1,17,0,12,1,9120,1,1,0,20857,1
0,9,0,14,1,700,0,1,0,1797,0
1,2,0,12,1,0,0,1,1,8551,0
0,19,0,8,0,0,0,1,0,0,0
1,13,0,14,1,0,0,0,0,14220,1
0,17,0,12,1,0,0,1,0,14889,1
0,39,1,10,0,1615,0,0,0,6668,0
0,9,0,10,0,0,0,1,0,95,0
1,13,0,10,0,1000,0,1,0,0,0
0,1,0,8,0,0,0,0,0,5145,0
1,13,0,11,0,1050,0,1,1,68929,1
0,13,0,9,0,5600,0,0,0,20865,1
0,2,0,13,1,1300,0,1,0,26010,1
1,17,0,12,1,1968,0,1,1,21123,1
0,17,0,11,0,0,0,1,0,0,0
1,0,0,10,0,36,0,1,1,20,0
0,13,0,10,0,0,0,0,0,2472,0
0,13,0,12,1,0,0,1,1,25266,1
0,13,0,9,0,5000,0,1,1,7916,0
1,13,0,12,1,10400,1,0,0,11741,1
0,17,0,12,1,360,0,1,1,8115,0
0,13,0,10,0,0,0,1,0,1058,0
1,5,0,8,0,9000,1,1,1,20028,1
1,40,1,8,0,0,0,1,1,68358,1
1,16,0,10,0,3000,0,1,1,25339,1
1,13,0,8,0,1148,0,1,1,21411,1
0,17,0,12,1,10751,1,0,0,23469,1
0,16,0,12,1,16500,1,1,0,23579,1
0,13,0,11,0,9629,1,0,0,6309,0
0,19,0,9,0,0,0,1,0,6768,0
0,9,0,9,0,0,0,1,0,0,0
0,1,0,10,0,55,0,1,0,0,0
0,16,0,10,0,8000,1,0,0,579,0
1,1,0,12,1,6000,1,0,0,13965,1
0,37,1,10,0,3480,0,0,0,9148,0
1,13,0,16,1,0,0,1,0,0,0
1,2,0,16,1,11000,1,1,1,31489,1
1,19,0,8,0,1720,0,1,0,1276,0
1,19,0,10,0,0,0,0,0,10370,0
1,346,1,12,1,75,0,0,0,10620,0
1,16,0,8,0,600,0,1,1,43366,1
1,346,1,12,1,0,0,1,0,4569,0
1,9,0,11,0,1700,0,0,0,1383,0
1,16,0,12,1,120,0,0,0,13871,1
0,15,0,13,1,500,0,1,1,5047,0
0,17,0,12,1,3600,0,0,0,38036,1
0,16,0,16,1,7000,1,1,1,34735,1
1,0,0,12,1,17398,1,1,0,82797,1
1,2,0,12,1,3500,0,1,1,42294,1
1,346,1,12,1,6000,1,1,0,31852,1
1,19,0,10,0,1400,0,0,0,6641,0
1,13,0,16,1,0,0,1,1,9824,0
0,13,0,10,0,0,0,1,1,14258,1
0,17,0,12,1,0,0,0,0,20595,1
1,28,0,14,1,9000,1,0,0,4821,0
0,39,1,12,1,0,0,0,0,0,0
1,13,0,12,1,637,0,1,1,26220,1
1,13,0,14,1,10000,1,0,0,65513,1
0,346,1,16,1,0,0,0,0,0,0
1,19,0,9,0,5588,0,0,0,4167,0
1,19,0,10,0,1712,0,1,1,1086,0
1,2,0,8,0,2000,0,1,1,1932,0
0,39,1,17,1,1400,0,0,0,16931,1
1,2,0,12,1,2000,0,1,1,7921,0
1,1,0,12,1,7000,1,1,1,0,0
0,13,0,11,0,6000,1,1,0,9383,0
0,13,0,12,1,6000,1,0,0,8272,0
0,1,0,11,0,50,0,1,0,0,0
1,37,1,9,0,2400,0,1,1,14896,1
1,2,0,12,1,400,0,0,0,23322,1
0,39,1,12,1,0,0,1,1,4380,0
1,39,1,12,1,15850,1,1,1,17166,1
0,13,0,10,0,0,0,1,1,19464,1
1,39,1,12,1,0,0,1,0,1881,0
0,1,0,11,0,100,0,1,1,9029,0
0,19,0,12,1,0,0,0,0,2233,0
0,16,0,12,1,4000,0,0,0,33567,1
0,39,1,12,1,10000,1,1,0,586,0
1,15,0,15,1,2000,0,1,1,27914,1
1,17,0,12,1,4913,0,1,1,8637,0
0,2,0,8,0,0,0,0,0,0,0
0,1,0,12,1,272,0,1,1,14896,1
1,13,0,10,0,4000,0,1,0,2495,0
1,17,0,12,1,690,0,0,0,1002,0
0,40,1,13,1,5680,0,0,0,11743,1
1,13,0,14,1,1470,0,0,0,7385,0
0,19,0,10,0,0,0,1,1,0,0
1,13,0,12,1,2000,0,0,0,11187,0
0,16,0,14,1,3906,0,0,0,16648,1
0,19,0,12,1,22274,1,1,0,25977,1
1,28,0,8,0,6240,1,0,1,11011,0
0,0,0,12,1,0,0,1,1,225,0
0,9,0,9,0,42,0,1,1,0,0
0,1,0,12,1,5400,0,1,1,10022,0
1,13,0,16,1,4000,0,0,0,70239,1
1,9,0,12,1,0,0,1,1,18486,1
0,16,0,12,1,6000,1,1,1,16352,1
1,1,0,11,0,9100,1,1,0,30643,1
0,9,0,12,1,0,0,1,0,6452,0
1,2,0,10,0,0,0,0,0,660,0
1,13,0,12,1,3867,0,1,1,2137,0
0,9,0,12,1,6040,1,1,0,8347,0
0,17,0,13,1,5314,0,0,0,24105,1
0,0,0,12,1,4000,0,1,1,23970,1
0,13,0,10,0,0,0,0,0,3351,0
1,13,0,9,0,2000,0,0,0,2046,0
1,13,0,10,0,0,0,1,1,11862,1
1,28,0,12,1,0,0,0,0,1238,0
0,17,0,15,1,3896,0,0,0,24171,1
0,0,0,12,1,3150,0,0,1,65536,1
1,13,0,12,1,2300,0,0,0,12040,1
1,19,0,9,0,7680,1,1,0,11755,1
1,13,0,7,0,8000,1,1,0,24102,1
1,19,0,16,1,2526,0,1,1,0,0
0,17,0,9,0,0,0,1,1,459,0
0,13,0,8,0,1900,0,0,0,15277,1
0,13,0,10,0,3000,0,1,1,21761,1
0,40,1,12,1,0,0,1,1,1254,0
1,13,0,12,1,9000,1,1,0,34291,1
0,13,0,12,1,6000,1,0,0,27057,1
0,1,0,11,0,0,0,0,0,27651,1
1,39,1,12,1,8000,1,0,0,26448,1
1,9,0,10,0,800,0,1,0,0,0
0,19,0,12,1,0,0,1,1,1506,0
1,9,0,14,1,13000,1,1,1,46890,1
1,15,0,12,1,1232,0,1,1,24387,1
1,28,0,12,1,140,0,0,0,15141,1
1,19,0,10,0,0,0,0,0,13021,1
0,40,1,12,1,3000,0,1,1,8147,0
0,19,0,8,0,1152,0,0,0,33204,1
1,0,0,11,0,0,0,1,0,23076,1
0,13,0,12,1,100,0,1,1,11829,1
0,13,0,12,1,0,0,0,0,0,0
1,2,0,12,1,5000,0,0,0,0,0
0,1,0,12,1,0,0,1,1,26355,1
0,0,0,12,1,5156,0,1,1,17973,1
0,19,0,12,1,0,0,1,0,0,0
0,13,0,12,1,0,0,0,0,0,0
0,28,0,12,1,2000,0,1,0,10784,0
0,39,1,11,0,1600,0,0,0,39917,1
0,19,0,8,0,289,0,1,1,29744,1
0,16,0,8,0,2505,0,1,1,15633,1
0,17,0,12,1,0,0,0,0,2949,0
0,13,0,14,1,1216,0,0,0,4557,0
1,13,0,14,1,45000,1,1,0,155760,1
1,39,1,12,1,5000,0,1,1,264,0
0,9,0,8,0,0,0,0,0,11478,1
0,9,0,13,1,9000,1,0,0,50916,1
0,28,0,14,1,0,0,0,0,1383,0
0,13,0,16,1,8640,1,1,0,40308,1
0,16,0,11,0,98,0,1,1,732,0
1,9,0,12,1,0,0,0,0,14173,1
0,13,0,12,1,8400,1,1,0,15759,1
0,19,0,12,1,8000,1,1,0,27627,1
0,13,0,8,0,14000,1,1,0,24112,1
1,2,0,12,1,3000,0,0,0,17205,1
1,16,0,13,1,13000,1,0,0,15711,1
0,39,1,9,0,1614,0,0,0,1791,0
1,15,0,12,1,2900,0,1,1,1887,0
0,13,0,8,0,900,0,1,0,7563,0
0,39,1,9,0,0,0,1,1,7414,0
0,13,0,11,0,1200,0,1,1,14042,1
0,17,0,12,1,3132,0,1,1,3155,0
1,2,0,12,1,5500,0,0,0,45399,1
1,13,0,9,0,5000,0,1,0,0,0
1,16,0,16,1,0,0,0,0,0,0
1,1,0,11,0,4000,0,0,0,1795,0
1,39,1,14,1,14000,1,1,0,0,0
0,0,0,10,0,2400,0,1,1,4308,0
0,19,0,14,1,85,0,1,1,12462,1
1,16,0,11,0,2482,0,1,1,8532,0
0,1,0,8,0,0,0,0,0,0,0
0,9,0,13,1,2400,0,1,1,1976,0
1,13,0,10,0,0,0,0,0,57072,1
1,1,0,11,0,0,0,0,0,36268,1
1,13,0,13,1,2870,0,1,0,7785,0
1,16,0,10,0,4000,0,1,0,27504,1
0,0,0,12,1,2400,0,1,0,4005,0
0,13,0,12,1,1200,0,1,1,8070,0
1,39,1,12,1,7000,1,0,0,28236,1
1,346,1,12,1,5200,0,1,0,37972,1
1,15,0,12,1,1000,0,1,1,63663,1
1,1,0,12,1,3000,0,1,0,10099,0
0,1,0,12,1,4650,0,0,0,15802,1
0,13,0,12,1,7800,1,1,1,17802,1
0,16,0,12,1,4053,0,1,1,18089,1
0,13,0,17,1,6000,1,1,1,7665,0
0,1,0,12,1,0,0,1,0,228,0
0,13,0,12,1,2079,0,0,0,1275,0
1,1,0,12,1,15250,1,1,1,51054,1
0,19,0,7,0,0,0,0,0,0,0
0,17,0,12,1,0,0,0,1,10761,0
1,16,0,11,0,18000,1,0,0,32355,1
0,0,0,12,1,0,0,0,0,8241,0
1,9,0,12,1,1800,0,1,1,20460,1
0,15,0,17,1,0,0,0,0,14990,1
1,346,1,11,0,19500,1,1,0,7133,0
1,346,1,10,0,9368,1,1,1,21083,1
0,40,1,12,1,0,0,0,0,12161,1
1,39,1,10,0,1000,0,0,0,1464,0
1,19,0,18,1,5000,0,1,1,21762,1
0,9,0,12,1,10704,1,1,0,21768,1
1,1,0,14,1,7000,1,0,0,15362,1
1,28,0,12,1,753,0,0,0,933,0
1,17,0,12,1,800,0,1,1,34011,1
0,9,0,9,0,0,0,1,0,216,0
0,16,0,14,1,0,0,0,0,23745,1
1,37,1,14,1,2000,0,1,1,29447,1
0,17,0,10,0,0,0,1,1,7668,0
0,19,0,12,1,0,0,1,1,297,0
0,39,1,12,1,9677,1,1,1,19123,1
0,19,0,11,0,1600,0,1,1,4574,0
1,1,0,12,1,6444,1,0,0,49599,1
1,15,0,12,1,1200,0,1,1,33135,1
1,5,0,12,1,2600,0,1,1,15690,1
0,2,0,17,1,11921,1,1,0,33677,1
0,37,1,12,1,500,0,0,0,9297,0
1,1,0,11,0,3000,0,1,0,1833,0
0,19,0,13,1,0,0,1,1,41023,1
0,9,0,12,1,0,0,1,1,22499,1
0,13,0,12,1,0,0,1,1,17841,1
0,13,0,13,1,7200,1,1,0,50271,1
1,39,1,12,1,26000,1,1,1,19960,1
0,13,0,12,1,3840,0,1,1,37030,1
0,15,0,13,1,500,0,1,1,24,0
0,19,0,8,0,1648,0,1,1,3399,0
0,13,0,13,1,2500,0,1,1,8603,0
1,1,0,9,0,300,0,1,0,28264,1
0,15,0,12,1,0,0,0,0,0,0
1,28,0,11,0,0,0,1,0,180,0
0,13,0,12,1,6390,1,1,1,12811,1
1,13,0,12,1,10000,1,1,0,31617,1
0,39,1,12,1,7000,1,1,1,32883,1
1,39,1,12,1,6000,1,1,1,4596,0
1,13,0,8,0,7600,1,0,0,21740,1
1,15,0,12,1,300,0,1,1,33792,1
1,39,1,12,1,11477,1,1,1,45914,1
0,9,0,12,1,1517,0,1,1,12027,1
1,19,0,12,1,2700,0,0,0,1569,0
1,13,0,9,0,7500,1,0,0,31341,1
0,1,0,12,1,2328,0,0,0,22908,1
1,39,1,15,1,404,0,1,0,39233,1
0,1,0,10,0,0,0,1,1,522,0
0,13,0,12,1,2000,0,1,0,795,0
0,17,0,12,1,0,0,1,1,1689,0
1,9,0,12,1,0,0,0,0,9618,0
0,346,1,14,1,5000,0,1,0,45063,1
1,39,1,12,1,4000,0,1,1,426,0
1,2,0,12,1,900,0,1,1,6739,0
1,39,1,12,1,5000,0,1,1,43510,1
0,13,0,12,1,7000,1,0,0,427,0
0,15,0,12,1,0,0,1,1,15410,1
1,13,0,12,1,10000,1,1,1,43527,1
0,13,0,12,1,3000,0,1,0,9492,0
0,13,0,8,0,733,0,0,0,1296,0
0,13,0,12,1,0,0,1,0,381,0
0,28,0,13,1,13212,1,0,0,8824,0
1,39,1,9,0,0,0,1,1,1681,0
0,2,0,12,1,0,0,0,0,8826,0
1,13,0,14,1,8000,1,0,0,32483,1
1,17,0,13,1,0,0,1,1,2604,0
1,19,0,11,0,20000,1,0,0,41595,1
0,9,0,9,0,0,0,1,1,2990,0
1,39,1,11,0,6668,1,0,0,6055,0
1,13,0,10,0,1000,0,1,0,0,0
0,1,0,9,0,2400,0,1,1,7112,0
0,13,0,8,0,0,0,1,0,803,0
1,13,0,14,1,18000,1,1,1,29141,1
1,13,0,13,1,3000,0,1,1,30678,1
0,2,0,10,0,0,0,1,1,21233,1
1,9,0,12,1,0,0,1,1,0,0
0,9,0,12,1,1576,0,1,1,17087,1
1,9,0,12,1,8800,1,1,1,55396,1
0,13,0,12,1,2150,0,1,0,12375,1
0,39,1,11,0,5873,0,0,0,22173,1
1,13,0,12,1,12000,1,1,1,54079,1
0,28,0,10,0,0,0,0,0,1482,0
0,17,0,11,0,0,0,1,1,46545,1
0,15,0,11,0,375,0,1,1,4569,0
1,28,0,11,0,0,0,0,0,3435,0
1,2,0,14,1,1100,0,1,0,0,0
1,13,0,12,1,5130,0,1,0,29319,1
1,13,0,11,0,400,0,0,0,21060,1
0,39,1,12,1,3840,0,1,0,1419,0
0,5,0,9,0,299,0,0,0,10167,0
1,13,0,11,0,2350,0,1,1,0,0
1,39,1,17,1,2100,0,0,0,552,0
1,5,0,10,0,1300,0,1,0,4366,0
0,39,1,11,0,4500,0,0,0,2812,0
0,37,1,10,0,0,0,1,1,1821,0
0,17,0,11,0,800,0,0,0,2346,0
0,13,0,12,1,606,0,0,0,29728,1
0,16,0,12,1,4572,0,0,0,502,0
0,19,0,8,0,0,0,1,0,656,0
1,19,0,11,0,2300,0,0,0,5292,0
1,9,0,11,0,364,0,1,1,38859,1
0,39,1,12,1,3000,0,1,0,0,0
1,13,0,12,1,3500,0,1,1,1491,0
1,9,0,13,1,0,0,0,0,0,0
0,28,0,11,0,0,0,1,0,1656,0
1,0,0,12,1,8060,1,1,1,53796,1
1,13,0,12,1,12000,1,0,0,77984,1
0,9,0,8,0,0,0,0,0,26163,1
0,1,0,10,0,5800,0,1,1,10707,0
0,13,0,11,0,9800,1,1,1,11635,1
1,16,0,12,1,5571,0,1,1,7389,0
0,15,0,12,1,3284,0,0,0,176,0
0,13,0,8,0,0,0,1,1,33354,1
1,15,0,17,1,0,0,1,1,0,0
1,1,0,8,0,0,0,1,1,189,0
0,17,0,12,1,3000,0,0,0,21300,1
1,19,0,8,0,0,0,1,0,5220,0
1,13,0,12,1,4000,0,0,0,30420,1
0,16,0,14,1,500,0,0,0,10500,0
1,13,0,12,1,14500,1,1,0,35812,1
0,13,0,12,1,2240,0,0,0,2279,0
0,0,0,13,1,0,0,1,0,825,0
1,9,0,12,1,174,0,0,0,13197,1
0,1,0,12,1,3000,0,1,0,9474,0
1,19,0,12,1,4950,0,1,0,7551,0
1,13,0,12,1,2000,0,1,1,11646,1
1,19,0,11,0,0,0,1,1,1740,0
0,17,0,12,1,1017,0,1,1,22478,1
0,13,0,11,0,4025,0,1,0,5995,0
0,13,0,14,1,1000,0,1,0,13043,1
1,17,0,11,0,1500,0,1,1,9173,0
1,13,0,8,0,840,0,0,0,22296,1
0,13,0,11,0,7200,1,1,0,1092,0
1,28,0,14,1,9000,1,0,0,2206,0
1,13,0,10,0,3300,0,0,0,20664,1
0,13,0,13,1,0,0,1,1,2895,0
1,0,0,10,0,124,0,1,1,5887,0
0,40,1,12,1,500,0,1,1,0,0
0,39,1,12,1,0,0,1,0,5152,0
1,16,0,10,0,3500,0,1,0,585,0
1,16,0,12,1,7500,1,0,0,14892,1
0,16,0,8,0,8500,1,1,1,10403,0
1,9,0,10,0,400,0,1,1,12213,1
1,40,1,12,1,1600,0,1,1,42888,1
1,13,0,12,1,13500,1,1,1,31214,1
0,9,0,12,1,5000,0,0,0,22206,1
0,0,0,12,1,3960,0,1,0,0,0
1,39,1,12,1,8000,1,0,0,11899,1
0,17,0,10,0,1800,0,1,0,2632,0
0,16,0,17,1,3000,0,1,1,26801,1
0,17,0,11,0,864,0,1,0,0,0
0,19,0,9,0,0,0,1,0,0,0
0,1,0,12,1,400,0,1,1,9634,0
0,13,0,11,0,19000,1,1,0,1320,0
0,1,0,12,1,3600,0,1,1,22047,1
1,13,0,12,1,18028,1,1,1,34217,1
1,1,0,12,1,11000,1,0,0,48056,1
1,28,0,12,1,0,0,1,1,15303,1
0,17,0,17,1,5000,0,1,1,22086,1
1,13,0,9,0,9000,1,1,1,12485,1
1,16,0,11,0,8000,1,1,0,28376,1
1,13,0,9,0,3000,0,0,0,18126,1
0,0,0,12,1,4680,0,0,0,10149,0
1,1,0,11,0,0,0,0,0,17697,1
1,5,0,11,0,11336,1,1,1,26774,1
1,19,0,11,0,1500,0,1,1,4901,0
0,13,0,14,1,6000,1,0,0,3897,0
1,40,1,14,1,400,0,1,0,20761,1
0,1,0,12,1,2100,0,1,1,35066,1
0,17,0,12,1,4000,0,1,1,22375,1
0,13,0,11,0,0,0,1,1,0,0
1,5,0,9,0,0,0,1,0,25803,1
0,39,1,13,1,4000,0,1,0,22691,1
1,13,0,11,0,0,0,1,1,20259,1
0,9,0,9,0,1000,0,1,1,27694,1
0,9,0,12,1,0,0,1,1,0,0
0,13,0,12,1,4550,0,1,1,16897,1
1,28,0,14,1,3000,0,1,0,38211,1
0,19,0,10,0,0,0,0,0,0,0
1,13,0,12,1,14200,1,0,0,39219,1
1,17,0,12,1,3131,0,1,1,2949,0
0,15,0,12,1,0,0,1,1,0,0
0,15,0,10,0,0,0,0,0,0,0
1,5,0,9,0,2469,0,0,0,17717,1
0,1,0,12,1,500,0,1,0,8643,0
0,13,0,13,1,0,0,1,0,9312,0
0,1,0,12,1,0,0,1,0,1071,0
1,19,0,12,1,0,0,1,1,906,0
0,13,0,10,0,3000,0,1,1,9828,0
1,15,0,11,0,2416,0,1,0,4676,0
1,9,0,9,0,0,0,1,1,21888,1
1,37,1,7,0,0,0,0,0,1197,0
1,15,0,16,1,7000,1,0,0,0,0
1,5,0,12,1,4000,0,0,0,7039,0
0,16,0,12,1,0,0,0,0,0,0
0,13,0,12,1,5000,0,0,0,13362,1
0,37,1,12,1,180,0,1,1,25497,1
0,13,0,9,0,1000,0,1,0,21210,1
1,346,1,12,1,3000,0,1,0,76059,1
0,13,0,12,1,0,0,1,1,39,0
0,15,0,16,1,0,0,1,0,3673,0
1,1,0,11,0,1000,0,0,0,16773,1
1,1,0,8,0,0,0,0,0,11019,0
0,9,0,9,0,0,0,0,0,12125,1
